Route,Location,Latitude,Longitude,URL
Unknown (V0-1 2.2 13),Strawberry Contraceptives Boulder,33.99762,-116.15424,https://www.mountainproject.com/route/111735651/unknown
Stepladder Mantel (V0 2.2 12),The Arrowhead,33.98355,-116.15137,https://www.mountainproject.com/route/106159651/stepladder-mantel
"Mini-Arete (V-easy 1.5 24) 
 Mini-Slab (V-easy 1.5 20) 
 Sweet Tooth (V1+ 1.6 11)",Chocolate Chip,34.06262,-116.22637,https://www.mountainproject.com/route/105789405/mini-arete
"Locker's Chimney (V-easy 2.1 13) 
 Hand Crack (V-easy 1.7 15) 
 Flake (V-easy 1.6 14)",Forgotten Boulders,34.04068,-116.19807,https://www.mountainproject.com/route/106115815/lockers-chimney
Purple Helmet (V1 2.2 10),The Purple Helmet,33.954,-116.087,https://www.mountainproject.com/route/106683167/purple-helmet
Right Arete (V0 2.1 12),Group Camp 1 Boulders,34.09705,-116.16531,https://www.mountainproject.com/route/107215256/right-arete
"Ceremonial Campus Problem (V2 1.9 17) 
 Sacred Land (V0 1.9 14) 
 Coyote (V0 1.3 14)",Sacred Land Boulder,33.98331,-116.15085,https://www.mountainproject.com/route/108106123/ceremonial-campus-problem
Pygmy (V0 2.0 13),Pygmy Boulder,34.00255,-116.14985,https://www.mountainproject.com/route/106418108/pygmy
Little Big Horn (V0- 1.7 18),Little Big Horn Boulder,34.01369,-116.15482,https://www.mountainproject.com/route/106115359/little-big-horn
Laura Scudder (V2 2.1 10),Laura Scudder Boulder,34.01896,-116.16562,https://www.mountainproject.com/route/109150874/laura-scudder
Little Sister (V3 1.9 15),Family Boulder,34.02065,-116.16221,https://www.mountainproject.com/route/105910576/little-sister
Pork Chop (V0 1.8 13),Pork Chop,34.09019,-116.25613,https://www.mountainproject.com/route/111254992/pork-chop
Mushroom Problem (V0- 1.9 11),Mushroom Boulder,33.98594,-116.15891,https://www.mountainproject.com/route/106159860/mushroom-problem
"Snack (V-easy 1.8 12) 
 Morsel (V-easy 1.7 10) 
 Dollop (V-easy 1.3 12)",Snack Boulder,34.01678,-116.16358,https://www.mountainproject.com/route/106382737/snack
Crack Alley (V1-2 1.9 10),Billboard Buttress,34.0935,-116.1561,https://www.mountainproject.com/route/106280701/crack-alley
Big Dike (V-easy 1.9 10),Big Dike Boulders,34.02579,-116.15719,https://www.mountainproject.com/route/106127484/big-dike
"Kindling (V-easy 1.8 12) 
 South Face Right (V-easy 1.8 12)",Campfire Crag Boulder,34.09495,-116.15859,https://www.mountainproject.com/route/106643459/kindling
Oak Tree Slab (V-easy 1.4 10),Oak Tree Boulder,34.02389,-116.17714,https://www.mountainproject.com/route/106355610/oak-tree-slab
House Brew (V-easy 1.3 10),French Roast Boulder,33.98935,-116.16356,https://www.mountainproject.com/route/106314695/house-brew
